107.66,3.4095,-10.540999999999999,-21.237,0.6888,1.2138,1.8005,1.5081
-107.66,-1.8656,-13.828,-22.037,-3.7678,-3.1986,1.8005,1.5081
-64.597,-1.4796,-5.553999999999999,-6.0515,3.4112,4.0178,1.8005,1.5081
7.1774,0.8363,-4.0805,-3.0829,4.4965,5.0638,1.8005,1.5081
107.66,3.4095,-36.157,15.186,0.5262,1.0441,1.8005,1.5081
-179.43,2.1229,-38.424,14.729000000000001,2.9936,3.5886,1.8005,1.5081
208.14,3.1522,-32.417,12.331,4.7529,5.5245,1.8005,1.5081
35.887,0.8363,-23.123,11.304,0.5397,1.0685,1.8005,1.5081
50.242,-0.064331,0.5667300000000001,2.0552,3.4434,4.0473,1.8005,1.5081
179.43,-0.32166,0.79342,-1.0276,0.3277,0.8392,1.8005,1.5081
-193.79,-4.3102,-0.22669,0.45671999999999996,2.7327,3.3232,1.8005,1.5081
64.597,-0.7076399999999999,-1.2468,1.4843,4.4284,4.9957,1.8005,1.5081
-380.4,2.7662,-0.45338,0.0,0.8873,1.4187,1.8005,1.5081
-136.37,2.5089,0.11335,0.68508,3.2834,3.8893,1.8005,1.5081
179.43,-1.8656,0.0,0.9134399999999999,3.3566,3.9632,1.8005,1.5081
251.21,-0.7076399999999999,-9.5211,-18.611,-1.5871,-1.0595,1.8005,1.5081
-150.73,2.2516,-13.261,-15.757,4.7406,5.4995,1.8005,1.5081
7.1774,0.32166,-8.5009,-13.93,0.4935,1.0152,1.8005,1.5081
265.56,-2.5089,-7.0275,-9.7053,-0.2268,0.2673,1.8005,1.5081
-236.85,0.96496,0.5667300000000001,-1.5985,-3.6252,-3.0662,1.8005,1.5081
122.02,2.2516,1.3602,-0.7992600000000001,2.9685,3.5558,1.8005,1.5081
-136.37,-2.5089,-3.287,-1.5985,-0.746,-0.2056,1.8005,1.5081
165.08,3.5382,-35.591,16.442,5.0047,5.5933,1.8005,1.5081
93.306,3.7955,-37.744,15.414000000000001,5.0041,5.7738,1.8005,1.5081
-523.95,-0.19299000000000002,-32.644,12.674000000000001,3.0495,3.6515,1.8005,1.5081
-136.37,3.4095,-30.83,11.532,0.0945,0.6059,1.8005,1.5081
35.887,2.7662,-18.929000000000002,10.276,-0.6117,-0.0765,1.8005,1.5081
78.95100000000001,1.2223,-8.9543,9.9337,4.2408,4.8068,1.8005,1.5081
64.597,-1.2223,-0.9067700000000001,0.68508,4.7227,5.4789,1.8005,1.5081
179.43,3.1522,0.79342,0.45671999999999996,0.3258,0.8334,1.8005,1.5081
165.08,-1.2223,-0.11335,-0.7992600000000001,3.3232,3.9285,1.8005,1.5081
