86.12899999999999,1.158,-4.9872,-18.326,-6.9131,-6.5051,0.23800000000000002,1.7551
-157.9,0.51465,-12.015,-29.401,3.6965,4.269,0.23800000000000002,1.7551
-516.77,-2.9592,-12.015,-16.271,2.7385,3.3097,0.23800000000000002,1.7551
-57.419,0.64331,-8.0476,-9.7624,3.1304,3.7421,0.23800000000000002,1.7551
200.97,1.0293,-7.4808,-10.562000000000001,9.0707,9.7942,0.23800000000000002,1.7551
-114.84,0.9006299999999999,-5.6673,-8.1639,0.3438,0.8816,0.23800000000000002,1.7551
-43.06399999999999,-3.7312,-4.1938,-5.9944,0.7106,1.2131,0.23800000000000002,1.7551
-86.12899999999999,-0.7719699999999999,-1.8135,-1.1989,-0.5667,-0.0148,0.23800000000000002,1.7551
-358.87,1.2866,-1.3602,-1.0847,-6.7801,-6.3804,0.23800000000000002,1.7551
-229.68,0.9006299999999999,-28.337,7.2504,3.2994,3.8572,0.23800000000000002,1.7551
-14.355,3.7312,-34.344,12.617,2.4892,3.0655,0.23800000000000002,1.7551
-401.93,2.5732,-40.238,15.357000000000001,2.8169,3.4228,0.23800000000000002,1.7551
-229.68,6.0471,-43.298,15.927999999999999,9.622,10.3564,0.23800000000000002,1.7551
-129.19,0.0,-27.43,12.503,0.2846,0.8224,0.23800000000000002,1.7551
-114.84,-1.8013,-18.249000000000002,11.017999999999999,0.6008,1.1077,0.23800000000000002,1.7551
229.68,-0.7719699999999999,-0.9067700000000001,0.51381,-0.8873,-0.3405,0.23800000000000002,1.7551
301.45,1.158,1.7002,-1.0847,-6.9311,-6.5378,0.23800000000000002,1.7551
172.26,0.7719699999999999,-0.9067700000000001,-0.9705299999999999,3.1619,3.7139,0.23800000000000002,1.7551
71.774,2.4446,-1.3602,-0.74217,2.6884,3.2538,0.23800000000000002,1.7551
387.58,0.12866,0.9067700000000001,-1.3131,2.6081,3.2101,0.23800000000000002,1.7551
-28.71,-0.38599,0.0,-0.28545,9.8501,10.5865,0.23800000000000002,1.7551
172.26,0.38599,-2.0402,-0.74217,0.4228,0.9657,0.23800000000000002,1.7551
0.0,-0.12866,0.9067700000000001,-0.9705299999999999,1.0358,1.5530000000000002,0.23800000000000002,1.7551
157.9,3.4739,0.45338,1.1989,-0.4421,0.1047,0.23800000000000002,1.7551
0.0,0.9006299999999999,2.0402,0.9705299999999999,-6.9484,-6.5565,0.23800000000000002,1.7551
-287.1,3.3452,2.0402,-0.74217,2.8066,3.3573,0.23800000000000002,1.7551
157.9,1.4153,1.0201,3.7109,2.0259,2.5798,0.23800000000000002,1.7551
-258.39,0.12866,1.0201,1.0847,2.6942,3.302,0.23800000000000002,1.7551
57.419,2.3159,1.3602,-0.28545,9.728,10.4714,0.23800000000000002,1.7551
14.355,1.2866,0.34004,1.3131,0.2898,0.8289,0.23800000000000002,1.7551
-315.81,1.158,1.9269,0.51381,1.5061,2.0227,0.23800000000000002,1.7551
344.52,4.8892,-5.553999999999999,-17.641,-0.3431,0.2056,0.23800000000000002,1.7551
-86.12899999999999,2.0586,-8.3876,-25.291,-6.7646,-6.3701,0.23800000000000002,1.7551
-287.1,-3.6025,-14.735,-26.09,2.8008,3.3451,0.23800000000000002,1.7551
14.355,1.4153,-12.921,-22.208000000000002,2.3305,2.8914,0.23800000000000002,1.7551
-315.81,2.4446,-12.468,-18.212,2.5136,3.1247,0.23800000000000002,1.7551
143.55,1.0293,-7.7075,-8.2781,9.4164,10.1688,0.23800000000000002,1.7551
100.48,2.0586,-4.7605,-6.5653,-0.2962,0.2249,0.23800000000000002,1.7551
14.355,1.0293,-4.0805,-2.9116,1.2105,1.7349,0.23800000000000002,1.7551
