-157.9,2.2516,-0.45338,3.7109,-3.6008,-3.1748,0.0671,1.5471
43.06399999999999,0.45032,0.0,-1.0847,5.1152,5.6755,0.0671,1.5471
-143.55,1.4796,-7.0275,-8.6206,3.0591,3.7942,0.0671,1.5471
186.61,2.2516,-5.894,-8.5064,5.2939,5.9628,0.0671,1.5471
-157.9,-3.1522,-0.45338,-0.74217,-0.7627,-0.2872,0.0671,1.5471
-157.9,0.32166,0.22669,-3.4825,-3.2243,-2.6344,0.0671,1.5471
-14.355,0.57898,-20.402,7.4788,-3.7813,-3.3354,0.0671,1.5471
157.9,2.5089,-38.538000000000004,17.298,-3.2782,-2.8387,0.0671,1.5471
-57.419,1.4796,-39.104,16.727,4.8737,5.4237,0.0671,1.5471
43.06399999999999,3.0236,-33.777,13.415999999999999,3.5391,4.2774,0.0671,1.5471
-14.355,1.9943,-29.47,13.415999999999999,4.8171,5.468,0.0671,1.5471
-157.9,0.57898,-30.49,14.33,-1.2632,-0.8057,0.0671,1.5471
129.19,-0.45032,-15.187999999999999,11.818,-3.3669,-2.7815,0.0671,1.5471
272.74,2.3802,0.68008,2.569,-3.7074,-3.2545,0.0671,1.5471
100.48,1.2223,0.11335,0.51381,3.7402,4.4901,0.0671,1.5471
28.71,1.8656,0.68008,1.1989,8.087,8.7379,0.0671,1.5471
0.0,1.7369,-0.9067700000000001,0.85635,5.0478,5.7134,0.0671,1.5471
-143.55,0.96496,0.5667300000000001,3.3683,-3.4826,-2.8876,0.0671,1.5471
-28.71,-0.57898,0.22669,-0.74217,-3.0733,-2.6312,0.0671,1.5471
-301.45,-4.6962,-0.45338,-1.8840000000000001,5.4667,6.0354,0.0671,1.5471
330.16,-2.3802,-0.79342,-0.17127,7.8872,8.5201,0.0671,1.5471
244.03,2.3802,2.2669,1.6556,5.2553,5.9107,0.0671,1.5471
172.26,1.7369,0.11335,-0.6279899999999999,-0.8102,-0.3438,0.0671,1.5471
301.45,0.57898,1.7002,-0.17127,-3.2569999999999997,-2.6601,0.0671,1.5471
-157.9,1.351,-0.9067700000000001,0.9705299999999999,-3.6284,-3.1761,0.0671,1.5471
43.06399999999999,-3.5382,-1.3602,-2.7974,-3.6445,-3.2127,0.0671,1.5471
-172.26,1.6083,-1.0201,-0.057089999999999995,5.4783,6.0495,0.0671,1.5471
215.32,2.3802,1.8135,2.4549,3.3585,4.1013,0.0671,1.5471
